order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
OI-0000798,OR-000281,SKU-0034,4,24.16,0.05,91.81
OI-0000799,OR-000281,SKU-0040,6,45.53,0.00,273.18
OI-0000813,OR-000286,SKU-0040,5,45.53,0.00,227.65
OI-0000814,OR-000286,SKU-0039,5,46.71,0.00,233.55
OI-0000815,OR-000286,SKU-0014,1,43.57,0.00,43.57
OI-0000818,OR-000288,SKU-0006,5,20.40,0.00,102.00
OI-0000819,OR-000288,SKU-0017,4,9.51,0.10,34.24
OI-0000820,OR-000288,SKU-0028,4,34.65,0.00,138.60
OI-0000821,OR-000288,SKU-0048,1,24.84,0.10,22.36
OI-0000822,OR-000288,SKU-0055,4,7.92,0.00,31.68
OI-0000827,OR-000291,SKU-0048,1,24.84,0.00,24.84
OI-0000846,OR-000297,SKU-0058,4,45.65,0.00,182.60
OI-0000847,OR-000297,SKU-0053,6,10.85,0.05,61.84
OI-0000848,OR-000297,SKU-0033,2,37.17,0.00,74.34
OI-0000849,OR-000297,SKU-0005,2,42.53,0.00,85.06
OI-0000850,OR-000297,SKU-0059,4,29.19,0.10,105.08
OI-0000851,OR-000298,SKU-0009,5,33.65,0.00,168.25
OI-0000852,OR-000298,SKU-0009,4,33.65,0.00,134.60
OI-0000853,OR-000299,SKU-0018,3,3.17,0.00,9.51
OI-0000854,OR-000299,SKU-0033,5,37.17,0.15,157.97
OI-0000855,OR-000299,SKU-0057,4,11.57,0.15,39.34
OI-0000856,OR-000299,SKU-0004,3,35.25,0.10,95.17
OI-0000857,OR-000299,SKU-0032,3,46.35,0.05,132.10
OI-0000858,OR-000300,SKU-0018,2,3.17,0.00,6.34
OI-0000859,OR-000300,SKU-0028,3,34.65,0.15,88.36
OI-0000860,OR-000300,SKU-0046,6,40.95,0.00,245.70
OI-0000861,OR-000300,SKU-0019,6,40.98,0.10,221.29
OI-0000862,OR-000300,SKU-0032,6,46.35,0.00,278.10
OI-0000863,OR-000301,SKU-0039,1,46.71,0.10,42.04
OI-0000864,OR-000301,SKU-0052,6,8.94,0.00,53.64
OI-0000865,OR-000301,SKU-0050,1,46.08,0.00,46.08
OI-0000866,OR-000302,SKU-0014,1,43.57,0.00,43.57
OI-0000900,OR-000312,SKU-0019,1,40.98,0.00,40.98
OI-0000901,OR-000312,SKU-0022,-2,26.86,0.00,-53.72
OI-0000902,OR-000312,SKU-0021,4,3.76,0.05,14.29
OI-0000903,OR-000312,SKU-0011,6,30.63,0.00,183.78
OI-0000904,OR-000312,SKU-0035,2,22.53,0.00,45.06
OI-0000905,OR-000313,SKU-0053,3,10.85,0.05,30.92
OI-0000906,OR-000313,SKU-0008,4,1.97,0.05,7.49
OI-0000907,OR-000313,SKU-0004,1,35.25,0.00,35.25
OI-0000923,OR-000318,SKU-0034,2,24.16,0.00,48.32
OI-0000924,OR-000318,SKU-0027,5,10.49,0.10,47.21
OI-0000925,OR-000318,SKU-0020,5,31.62,0.00,158.10
OI-0000926,OR-000318,SKU-0033,3,37.17,0.00,111.51
OI-0000938,OR-000323,SKU-0054,2,31.89,0.15,54.21
OI-0000939,OR-000323,SKU-0001,2,14.26,0.15,24.24
OI-0000940,OR-000323,SKU-0042,4,36.89,0.00,147.56
OI-0000944,OR-000325,SKU-0043,6,47.93,0.00,287.58
OI-0000945,OR-000325,SKU-0029,5,4.31,0.00,21.55
OI-0000946,OR-000325,SKU-0050,4,46.08,0.15,156.67
OI-0000952,OR-000327,SKU-0004,5,35.25,0.00,176.25
OI-0000953,OR-000328,SKU-0018,4,3.17,0.00,12.68
OI-0000954,OR-000328,SKU-0034,3,24.16,0.00,72.48
OI-0000955,OR-000328,SKU-0053,6,10.85,0.00,65.10
OI-0000956,OR-000328,SKU-0034,5,24.16,0.10,108.72
OI-0000957,OR-000328,SKU-0060,2,23.25,0.10,41.85
OI-0000966,OR-000331,SKU-0030,6,47.21,0.00,283.26
OI-0000967,OR-000332,SKU-0009,6,33.65,0.05,191.80
OI-0000968,OR-000332,SKU-0058,1,45.65,0.00,45.65
OI-0000969,OR-000332,SKU-0035,4,22.53,0.00,90.12
OI-0000970,OR-000332,SKU-0028,4,34.65,0.00,138.60
OI-0000971,OR-000332,SKU-0020,5,31.62,0.10,142.29
OI-0000972,OR-000333,SKU-0019,3,40.98,0.05,116.79
OI-0000973,OR-000333,SKU-0028,3,34.65,0.15,88.36
OI-0000974,OR-000333,SKU-0048,4,24.84,0.05,94.39
OI-0000975,OR-000334,SKU-0017,1,9.51,0.00,9.51
OI-0000976,OR-000335,SKU-0056,3,33.56,0.10,90.61
OI-0000977,OR-000335,SKU-0016,1,46.17,0.05,43.86
OI-0000978,OR-000335,SKU-0003,5,8.35,0.00,41.75
OI-0000979,OR-000335,SKU-0025,1,33.88,0.00,33.88
OI-0000980,OR-000335,SKU-0059,6,29.19,0.10,157.63
OI-0000984,OR-000337,SKU-0046,4,40.95,0.00,163.80
OI-0000985,OR-000337,SKU-0004,5,35.25,0.00,176.25
OI-0000986,OR-000337,SKU-0017,1,9.51,0.00,9.51
OI-0000987,OR-000337,SKU-0044,2,26.37,0.15,44.83
OI-0000988,OR-000338,SKU-0025,5,33.88,0.05,160.93
OI-0000989,OR-000338,SKU-0016,1,46.17,0.15,39.24
OI-0000990,OR-000339,SKU-0008,1,1.97,0.05,1.87
OI-0000991,OR-000339,SKU-0007,1,39.44,0.00,39.44
OI-0001001,OR-000342,SKU-0059,3,29.19,0.00,87.57
OI-0001002,OR-000342,SKU-0023,1,8.40,0.00,8.40
OI-0001003,OR-000342,SKU-0027,1,10.49,0.05,9.97
OI-0001004,OR-000342,SKU-0017,1,9.51,0.05,9.03
OI-0001005,OR-000343,SKU-0024,1,21.04,0.10,18.94
OI-0001006,OR-000343,SKU-0020,4,31.62,0.10,113.83
OI-0001007,OR-000344,SKU-0040,4,45.53,0.00,182.12
OI-0001008,OR-000345,SKU-0027,5,10.49,0.10,47.21
OI-0001009,OR-000345,SKU-0037,5,35.00,0.10,157.50
OI-0001014,OR-000347,SKU-0055,3,7.92,0.15,20.20
OI-0001015,OR-000347,SKU-0023,1,8.40,0.00,8.40
OI-0001016,OR-000347,SKU-0023,3,8.40,0.00,25.20
OI-0001017,OR-000348,SKU-0028,1,34.65,0.10,31.18
OI-0001020,OR-000350,SKU-0013,6,12.69,0.10,68.53
OI-0001021,OR-000350,SKU-0044,1,26.37,0.00,26.37
OI-0001022,OR-000351,SKU-0021,3,3.76,0.00,11.28
OI-0001023,OR-000351,SKU-0030,6,47.21,0.00,283.26
OI-0001024,OR-000351,SKU-0017,3,9.51,0.00,28.53
OI-0001025,OR-000351,SKU-0035,3,22.53,0.05,64.21
OI-0001032,OR-000354,SKU-0011,6,30.63,0.00,183.78
OI-0001033,OR-000354,SKU-0046,3,40.95,0.05,116.71
OI-0001037,OR-000356,SKU-0031,4,13.79,0.00,55.16
OI-0001038,OR-000356,SKU-0006,2,20.40,0.00,40.80
OI-0001039,OR-000356,SKU-0016,2,46.17,0.15,78.49
OI-0001040,OR-000356,SKU-0050,4,46.08,0.10,165.89
OI-0001051,OR-000361,SKU-0030,1,47.21,0.15,40.13
OI-0001052,OR-000361,SKU-0008,2,1.97,0.00,3.94
OI-0001053,OR-000362,SKU-0052,2,8.94,0.15,15.20
OI-0001054,OR-000362,SKU-0003,6,8.35,0.00,50.10
OI-0001055,OR-000362,SKU-0035,1,22.53,0.10,20.28
OI-0001056,OR-000362,SKU-0027,3,10.49,0.00,31.47
OI-0001057,OR-000362,SKU-0060,2,23.25,0.00,46.50
OI-0001058,OR-000363,SKU-0039,2,46.71,0.00,93.42
OI-0001059,OR-000364,SKU-0003,3,8.35,0.00,25.05
OI-0001063,OR-000366,SKU-0040,5,45.53,0.10,204.89
OI-0001064,OR-000366,SKU-0058,3,45.65,0.00,136.95
OI-0001065,OR-000366,SKU-0034,5,24.16,0.00,120.80
OI-0001066,OR-000366,SKU-0019,5,40.98,0.00,204.90
OI-0001067,OR-000366,SKU-0022,3,26.86,0.00,80.58
OI-0001071,OR-000368,SKU-0031,6,13.79,0.00,82.74
OI-0001072,OR-000368,SKU-0012,3,40.02,0.00,120.06
OI-0001073,OR-000368,SKU-0051,2,14.92,0.00,29.84
OI-0001074,OR-000368,SKU-0055,2,7.92,0.05,15.05
OI-0001075,OR-000368,SKU-0011,6,30.63,0.00,183.78
OI-0001078,OR-000370,SKU-0047,5,42.92,0.10,193.14
OI-0001079,OR-000370,SKU-0033,3,37.17,0.10,100.36
OI-0001080,OR-000370,SKU-0019,4,40.98,0.10,147.53
OI-0001081,OR-000370,SKU-0060,3,23.25,0.10,62.77
OI-0001084,OR-000372,SKU-0002,5,15.08,0.00,75.40
OI-0001085,OR-000373,SKU-0027,4,10.49,0.05,39.86
OI-0001086,OR-000373,SKU-0051,4,14.92,0.00,59.68
OI-0001087,OR-000373,SKU-0050,1,46.08,0.10,41.47
OI-0001088,OR-000374,SKU-0012,4,40.02,0.15,136.07
OI-0001089,OR-000374,SKU-0041,1,19.76,0.10,17.78
OI-0001090,OR-000374,SKU-0015,4,11.18,0.10,40.25
OI-0001091,OR-000374,SKU-0038,4,21.08,0.10,75.89
OI-0001094,OR-000376,SKU-0048,5,24.84,0.00,124.20
OI-0001097,OR-000378,SKU-0032,2,46.35,0.15,78.80
OI-0001102,OR-000380,SKU-0021,4,3.76,0.00,15.04
OI-0001103,OR-000380,SKU-0029,5,4.31,0.15,18.32
OI-0001104,OR-000380,SKU-0041,5,19.76,0.00,98.80
OI-0001105,OR-000380,SKU-0042,1,36.89,0.15,31.36
OI-0001106,OR-000380,SKU-0016,4,46.17,0.10,166.21
OI-0001107,OR-000381,SKU-0031,1,13.79,0.15,11.72
OI-0001118,OR-000385,SKU-0017,1,9.51,0.00,9.51
OI-0001119,OR-000385,SKU-0002,1,15.08,0.00,15.08
OI-0001120,OR-000385,SKU-0015,5,11.18,0.00,55.90
OI-0001121,OR-000385,SKU-0026,6,21.39,0.15,109.09
OI-0001122,OR-000386,SKU-0025,4,33.88,0.00,135.52
OI-0001123,OR-000386,SKU-0015,2,11.18,0.00,22.36
OI-0001124,OR-000386,SKU-0009,4,33.65,0.00,134.60
OI-0001125,OR-000386,SKU-0052,2,8.94,0.15,15.20
OI-0001126,OR-000386,SKU-0005,1,42.53,0.00,42.53
OI-0001132,OR-000388,SKU-0008,2,1.97,0.15,3.35
OI-0001133,OR-000388,SKU-0040,3,45.53,0.05,129.76
OI-0001134,OR-000388,SKU-0046,1,40.95,0.05,38.90
OI-0001135,OR-000388,SKU-0023,5,8.40,0.05,39.90
OI-0001137,OR-000390,SKU-0001,6,14.26,0.00,85.56
OI-0001138,OR-000390,SKU-0019,4,40.98,0.05,155.72
OI-0001139,OR-000390,SKU-0019,6,40.98,0.00,245.88
OI-0001155,OR-000395,SKU-0018,4,3.17,0.05,12.05
OI-0001156,OR-000395,SKU-0058,6,45.65,0.15,232.81
OI-0001157,OR-000395,SKU-0014,5,43.57,0.00,217.85
OI-0001158,OR-000395,SKU-0056,4,33.56,0.10,120.82
OI-0001159,OR-000395,SKU-0008,5,1.97,0.15,8.37
OI-0001160,OR-000396,SKU-0060,4,23.25,0.05,88.35
OI-0001161,OR-000396,SKU-0005,3,42.53,0.15,108.45
OI-0001162,OR-000396,SKU-0011,4,30.63,0.15,104.14
OI-0001163,OR-000396,SKU-0028,5,34.65,0.05,164.59
OI-0001164,OR-000396,SKU-0013,1,12.69,0.10,11.42
OI-0001172,OR-000399,SKU-0049,2,15.18,0.00,30.36
OI-0001173,OR-000399,SKU-0033,3,37.17,0.00,111.51
OI-0001174,OR-000399,SKU-0021,3,3.76,0.05,10.72
OI-0001175,OR-000400,SKU-0008,5,1.97,0.05,9.36
OI-0001180,OR-000402,SKU-0059,5,29.19,0.00,145.95
OI-0001191,OR-000407,SKU-0053,6,10.85,0.10,58.59
OI-0001192,OR-000407,SKU-0019,2,40.98,0.00,81.96
OI-0001193,OR-000407,SKU-0035,1,22.53,0.15,19.15
OI-0001194,OR-000407,SKU-0039,1,46.71,0.05,44.37
OI-0001195,OR-000408,SKU-0060,6,23.25,0.10,125.55
OI-0001196,OR-000409,SKU-0024,6,21.04,0.00,126.24
OI-0001202,OR-000412,SKU-0049,1,15.18,0.00,15.18
OI-0001226,OR-000421,SKU-0051,2,14.92,0.00,29.84
OI-0001227,OR-000421,SKU-0046,2,40.95,0.00,81.90
OI-0001228,OR-000421,SKU-0055,5,7.92,0.00,39.60
OI-0001238,OR-000424,SKU-0034,1,24.16,0.00,24.16
OI-0001239,OR-000424,SKU-0019,5,40.98,0.00,204.90
OI-0001245,OR-000427,SKU-0010,5,37.20,0.00,186.00
OI-0001246,OR-000427,SKU-0060,6,23.25,0.10,125.55
OI-0001247,OR-000427,SKU-0012,3,40.02,0.00,120.06
OI-0001254,OR-000431,SKU-0013,3,12.69,0.00,38.07
OI-0001255,OR-000431,SKU-0052,5,8.94,0.15,37.99
OI-0001256,OR-000431,SKU-0006,3,20.40,0.05,58.14
OI-0001257,OR-000431,SKU-0058,4,45.65,0.10,164.34
OI-0001266,OR-000434,SKU-0004,4,35.25,0.00,141.00
OI-0001277,OR-000438,SKU-0044,6,26.37,0.00,158.22
OI-0001278,OR-000438,SKU-0034,1,24.16,0.15,20.54
OI-0001279,OR-000438,SKU-0038,6,21.08,0.00,126.48
OI-0001280,OR-000438,SKU-0042,6,36.89,0.00,221.34
OI-0001286,OR-000442,SKU-0054,5,31.89,0.05,151.48
OI-0001287,OR-000442,SKU-0007,2,39.44,0.00,78.88
OI-0001288,OR-000442,SKU-0057,6,11.57,0.00,69.42
OI-0001292,OR-000444,SKU-0045,4,16.47,0.15,56.00
OI-0001293,OR-000444,SKU-0044,4,26.37,0.00,105.48
OI-0001294,OR-000444,SKU-0009,3,33.65,0.00,100.95
OI-0001298,OR-000446,SKU-0009,3,33.65,0.00,100.95
OI-0001299,OR-000447,SKU-0052,5,8.94,0.00,44.70
OI-0001300,OR-000447,SKU-0032,3,46.35,0.15,118.19
OI-0001301,OR-000448,SKU-0013,4,12.69,0.00,50.76
OI-0001302,OR-000448,SKU-0049,6,15.18,0.00,91.08
OI-0001303,OR-000448,SKU-0031,2,13.79,0.00,27.58
OI-0001304,OR-000449,SKU-0040,6,45.53,0.10,245.86
OI-0001305,OR-000449,SKU-0013,3,12.69,0.00,38.07
OI-0001306,OR-000449,SKU-0033,5,37.17,0.10,167.27
OI-0001307,OR-000449,SKU-0053,1,10.85,0.00,10.85
OI-0001317,OR-000452,SKU-0043,6,47.93,0.00,287.58
OI-0001320,OR-000454,SKU-0021,1,3.76,0.00,3.76
OI-0001321,OR-000454,SKU-0026,6,21.39,0.15,109.09
OI-0001322,OR-000454,SKU-0052,5,8.94,0.00,44.70
OI-0001323,OR-000454,SKU-0054,1,31.89,0.00,31.89
OI-0001326,OR-000456,SKU-0025,5,33.88,0.00,169.40
OI-0001327,OR-000456,SKU-0041,4,19.76,0.05,75.09
OI-0001328,OR-000456,SKU-0045,3,16.47,0.10,44.47
OI-0001329,OR-000456,SKU-0035,6,22.53,0.05,128.42
OI-0001330,OR-000457,SKU-0005,3,42.53,0.10,114.83
OI-0001331,OR-000457,SKU-0030,3,47.21,0.05,134.55
OI-0001337,OR-000459,SKU-0056,3,33.56,0.00,100.68
OI-0001343,OR-000461,SKU-0015,3,11.18,0.05,31.86
OI-0001344,OR-000461,SKU-0038,5,21.08,0.00,105.40
OI-0001345,OR-000461,SKU-0049,5,15.18,0.00,75.90
OI-0001355,OR-000466,SKU-0012,6,40.02,0.15,204.10
OI-0001356,OR-000466,SKU-0016,6,46.17,0.00,277.02
OI-0001358,OR-000468,SKU-0057,2,11.57,0.15,19.67
OI-0001359,OR-000468,SKU-0031,5,13.79,0.15,58.61
OI-0001360,OR-000468,SKU-0049,4,15.18,0.00,60.72
OI-0001362,OR-000470,SKU-0051,3,14.92,0.15,38.05
OI-0001363,OR-000470,SKU-0022,4,26.86,0.10,96.70
OI-0001367,OR-000473,SKU-0056,3,33.56,0.00,100.68
OI-0001368,OR-000473,SKU-0017,6,9.51,0.00,57.06
OI-0001369,OR-000473,SKU-0050,2,46.08,0.10,82.94
OI-0001370,OR-000474,SKU-0012,2,40.02,0.05,76.04
OI-0001371,OR-000474,SKU-0026,5,21.39,0.05,101.60
OI-0001372,OR-000474,SKU-0006,5,20.40,0.00,102.00
OI-0001373,OR-000474,SKU-0039,3,46.71,0.00,140.13
OI-0001374,OR-000475,SKU-0027,3,10.49,0.00,31.47
OI-0001377,OR-000477,SKU-0037,6,35.00,0.05,199.50
OI-0001378,OR-000477,SKU-0031,6,13.79,0.00,82.74
OI-0001379,OR-000478,SKU-0001,3,14.26,0.10,38.50
OI-0001381,OR-000480,SKU-0031,6,13.79,0.10,74.47
OI-0001397,OR-000484,SKU-0036,2,13.87,0.05,26.35
OI-0001398,OR-000484,SKU-0027,6,10.49,0.05,59.79
OI-0001404,OR-000486,SKU-0001,5,14.26,0.10,64.17
OI-0001405,OR-000486,SKU-0041,1,19.76,0.00,19.76
OI-0001406,OR-000486,SKU-0039,2,46.71,0.00,93.42
OI-0001407,OR-000486,SKU-0012,2,40.02,0.00,80.04
OI-0001408,OR-000486,SKU-0035,4,22.53,0.00,90.12
OI-0001409,OR-000487,SKU-0039,2,46.71,0.15,79.41
OI-0001410,OR-000487,SKU-0034,4,24.16,0.10,86.98
OI-0001411,OR-000487,SKU-0044,4,26.37,0.00,105.48
OI-0001412,OR-000487,SKU-0014,1,43.57,0.10,39.21
OI-0001413,OR-000487,SKU-0058,4,45.65,0.00,182.60
OI-0001414,OR-000488,SKU-0040,6,45.53,0.00,273.18
OI-0001424,OR-000492,SKU-0017,1,9.51,0.00,9.51
OI-0001425,OR-000492,SKU-0001,3,14.26,0.15,36.36
OI-0001426,OR-000493,SKU-0014,3,43.57,0.10,117.64
OI-0001427,OR-000493,SKU-0007,6,39.44,0.10,212.98
OI-0001428,OR-000493,SKU-0053,1,10.85,0.00,10.85
OI-0001429,OR-000493,SKU-0007,1,39.44,0.00,39.44
OI-0001430,OR-000494,SKU-0017,3,9.51,0.15,24.25
OI-0001431,OR-000494,SKU-0021,6,3.76,0.15,19.18
OI-0001432,OR-000494,SKU-0055,2,7.92,0.00,15.84
OI-0001433,OR-000494,SKU-0032,6,46.35,0.00,278.10
OI-0001439,OR-000496,SKU-0026,6,21.39,0.10,115.51
OI-0001440,OR-000496,SKU-0023,6,8.40,0.00,50.40
OI-0001441,OR-000496,SKU-0021,1,3.76,0.00,3.76
OI-0001442,OR-000496,SKU-0019,4,40.98,0.05,155.72
OI-0001443,OR-000496,SKU-0009,6,33.65,0.10,181.71
OI-0001453,OR-000500,SKU-0018,2,3.17,0.10,5.71
OI-0001454,OR-000500,SKU-0055,4,7.92,0.10,28.51
OI-0001455,OR-000500,SKU-0037,6,35.00,0.05,199.50
OI-0001456,OR-000500,SKU-0029,3,4.31,0.00,12.93
OI-0001457,OR-000501,SKU-0015,3,11.18,0.10,30.19
OI-0001458,OR-000502,SKU-0037,1,35.00,0.05,33.25
OI-0001471,OR-000506,SKU-0037,2,35.00,0.05,66.50
OI-0001472,OR-000506,SKU-0043,3,47.93,0.00,143.79
OI-0001473,OR-000507,SKU-0057,3,11.57,0.05,32.97
OI-0001474,OR-000507,SKU-0012,2,40.02,0.10,72.04
OI-0001475,OR-000507,SKU-0052,4,8.94,0.00,35.76
OI-0001476,OR-000507,SKU-0032,3,46.35,0.00,139.05
OI-0001477,OR-000507,SKU-0028,1,34.65,0.00,34.65
OI-0001481,OR-000509,SKU-0009,6,33.65,0.00,201.90
OI-0001482,OR-000509,SKU-0036,2,13.87,0.00,27.74
OI-0001483,OR-000510,SKU-0007,2,39.44,0.00,78.88
OI-0001492,OR-000513,SKU-0049,6,15.18,0.00,91.08
OI-0001493,OR-000513,SKU-0058,1,45.65,0.10,41.09
OI-0001494,OR-000513,SKU-0027,2,10.49,0.10,18.88
OI-0001495,OR-000513,SKU-0030,6,47.21,0.10,254.93
OI-0001496,OR-000514,SKU-0015,3,11.18,0.00,33.54
OI-0001497,OR-000515,SKU-0031,5,13.79,0.00,68.95
OI-0001498,OR-000515,SKU-0051,1,14.92,0.10,13.43
OI-0001499,OR-000516,SKU-0019,6,40.98,0.15,209.00
OI-0001500,OR-000516,SKU-0003,4,8.35,0.00,33.40
OI-0001502,OR-000516,SKU-0007,1,39.44,0.00,39.44
OI-0001503,OR-000516,SKU-0042,5,36.89,0.00,184.45
OI-0001509,OR-000518,SKU-0031,4,13.79,0.15,46.89
OI-0001510,OR-000518,SKU-0011,5,30.63,0.00,153.15
OI-0001511,OR-000518,SKU-0023,6,8.40,0.00,50.40
OI-0001512,OR-000519,SKU-0021,4,3.76,0.05,14.29
OI-0001523,OR-000525,SKU-0038,4,21.08,0.15,71.67
OI-0001524,OR-000525,SKU-0026,3,21.39,0.00,64.17
OI-0001525,OR-000525,SKU-0049,5,15.18,0.00,75.90
OI-0001526,OR-000525,SKU-0019,2,40.98,0.15,69.67
OI-0001531,OR-000528,SKU-0026,4,21.39,0.05,81.28
OI-0001532,OR-000528,SKU-0017,5,9.51,0.05,45.17
OI-0001533,OR-000528,SKU-0016,5,46.17,0.15,196.22
OI-0001534,OR-000529,SKU-0014,2,43.57,0.00,87.14
OI-0001535,OR-000529,SKU-0044,4,26.37,0.00,105.48
OI-0001544,OR-000532,SKU-0037,5,35.00,0.00,175.00
OI-0001545,OR-000533,SKU-0019,3,40.98,0.05,116.79
OI-0001546,OR-000533,SKU-0051,6,14.92,0.00,89.52
OI-0001547,OR-000533,SKU-0058,6,45.65,0.15,232.81
OI-0001548,OR-000534,SKU-0029,1,4.31,0.05,4.09
OI-0001549,OR-000535,SKU-0023,1,8.40,0.05,7.98
OI-0001550,OR-000535,SKU-0050,6,46.08,0.00,276.48
OI-0001551,OR-000535,SKU-0009,2,33.65,0.05,63.93
OI-0001552,OR-000535,SKU-0014,2,43.57,0.15,74.07
OI-0001553,OR-000535,SKU-0036,2,13.87,0.05,26.35
OI-0001572,OR-000541,SKU-0035,2,22.53,0.00,45.06
OI-0001573,OR-000541,SKU-0001,6,14.26,0.00,85.56
OI-0001574,OR-000541,SKU-0008,2,1.97,0.00,3.94
OI-0001575,OR-000541,SKU-0037,1,35.00,0.00,35.00
OI-0001576,OR-000541,SKU-0060,1,23.25,0.15,19.76
OI-0001584,OR-000544,SKU-0049,5,15.18,0.05,72.11
OI-0001585,OR-000545,SKU-0049,1,15.18,0.10,13.66
OI-0001586,OR-000545,SKU-0045,2,16.47,0.15,28.00
OI-0001587,OR-000545,SKU-0020,5,31.62,0.00,158.10
OI-0001594,OR-000548,SKU-0015,1,11.18,0.15,9.50
OI-0001595,OR-000548,SKU-0031,5,13.79,0.10,62.05
OI-0001596,OR-000548,SKU-0054,5,31.89,0.00,159.45
OI-0001597,OR-000548,SKU-0051,1,14.92,0.00,14.92
OI-0001598,OR-000548,SKU-0002,5,15.08,0.15,64.09
OI-0001604,OR-000550,SKU-0032,3,46.35,0.05,132.10
OI-0001605,OR-000550,SKU-0019,4,40.98,0.15,139.33
OI-0001606,OR-000551,SKU-0025,6,33.88,0.10,182.95
OI-0001607,OR-000551,SKU-0050,3,46.08,0.05,131.33
OI-0001608,OR-000551,SKU-0042,3,36.89,0.10,99.60
OI-0001609,OR-000551,SKU-0037,3,35.00,0.15,89.25
OI-0001610,OR-000551,SKU-0024,3,21.04,0.10,56.81
OI-0001611,OR-000552,SKU-0041,3,19.76,0.10,53.35
OI-0001612,OR-000552,SKU-0012,3,40.02,0.15,102.05
OI-0001613,OR-000552,SKU-0017,4,9.51,0.10,34.24
OI-0001614,OR-000552,SKU-0019,4,40.98,0.00,163.92
OI-0001615,OR-000553,SKU-0033,3,37.17,0.10,100.36
OI-0001616,OR-000553,SKU-0036,3,13.87,0.10,37.45
OI-0001617,OR-000553,SKU-0005,6,42.53,0.05,242.42
OI-0001619,OR-000555,SKU-0051,6,14.92,0.05,85.04
OI-0001620,OR-000555,SKU-0002,4,15.08,0.15,51.27
OI-0001621,OR-000555,SKU-0053,1,10.85,0.15,9.22
OI-0001622,OR-000555,SKU-0041,2,19.76,0.10,35.57
OI-0001623,OR-000556,SKU-0050,6,46.08,0.15,235.01
OI-0001624,OR-000556,SKU-0036,2,13.87,0.00,27.74
OI-0001625,OR-000556,SKU-0009,1,33.65,0.15,28.60
OI-0001626,OR-000556,SKU-0029,4,4.31,0.15,14.65
OI-0001634,OR-000559,SKU-0053,3,10.85,0.00,32.55
OI-0001641,OR-000562,SKU-0012,5,40.02,0.10,180.09
OI-0001642,OR-000562,SKU-0050,2,46.08,0.10,82.94
OI-0001643,OR-000563,SKU-0034,3,24.16,0.10,65.23
OI-0001644,OR-000563,SKU-0053,6,10.85,0.00,65.10
OI-0001645,OR-000563,SKU-0021,5,3.76,0.00,18.80
OI-0001646,OR-000564,SKU-0051,6,14.92,0.10,80.57
OI-0001647,OR-000564,SKU-0031,2,13.79,0.00,27.58
OI-0001648,OR-000564,SKU-0058,4,45.65,0.05,173.47
OI-0001649,OR-000565,SKU-0059,2,29.19,0.15,49.62
OI-0001650,OR-000565,SKU-0004,3,35.25,0.00,105.75
OI-0001651,OR-000566,SKU-0056,1,33.56,0.00,33.56
OI-0001652,OR-000566,SKU-0059,5,29.19,0.00,145.95
OI-0001653,OR-000566,SKU-0054,6,31.89,0.00,191.34
OI-0001656,OR-000568,SKU-0010,1,37.20,0.10,33.48
OI-0001657,OR-000569,SKU-0032,5,46.35,0.10,208.58
OI-0001658,OR-000570,SKU-0045,5,16.47,0.00,82.35
OI-0001659,OR-000570,SKU-0010,1,37.20,0.00,37.20
OI-0001660,OR-000570,SKU-0001,1,14.26,0.10,12.83
OI-0001661,OR-000570,SKU-0042,3,36.89,0.00,110.67
OI-0001665,OR-000572,SKU-0016,2,46.17,0.00,92.34
OI-0001666,OR-000572,SKU-0059,1,29.19,0.10,26.27
OI-0001667,OR-000573,SKU-0014,3,43.57,0.00,130.71
OI-0001668,OR-000573,SKU-0046,3,40.95,0.15,104.42
OI-0001669,OR-000573,SKU-0011,5,30.63,0.00,153.15
OI-0001670,OR-000574,SKU-0037,6,35.00,0.05,199.50
OI-0001671,OR-000574,SKU-0021,5,3.76,0.10,16.92
OI-0001672,OR-000574,SKU-0050,2,46.08,0.10,82.94
OI-0001673,OR-000574,SKU-0029,5,4.31,0.00,21.55
OI-0001674,OR-000574,SKU-0034,2,24.16,0.00,48.32
OI-0001680,OR-000576,SKU-0038,2,21.08,0.00,42.16
OI-0001681,OR-000576,SKU-0003,1,8.35,0.00,8.35
OI-0001682,OR-000576,SKU-0051,1,14.92,0.00,14.92
OI-0001683,OR-000576,SKU-0021,1,3.76,0.05,3.57
OI-0001686,OR-000578,SKU-0007,6,39.44,0.00,236.64
OI-0001687,OR-000578,SKU-0006,5,20.40,0.05,96.90
OI-0001688,OR-000578,SKU-0058,4,45.65,0.00,182.60
OI-0001689,OR-000579,SKU-0013,2,12.69,0.00,25.38
OI-0001690,OR-000579,SKU-0005,5,42.53,0.05,202.02
OI-0001691,OR-000579,SKU-0035,4,22.53,0.15,76.60
OI-0001695,OR-000581,SKU-0023,2,8.40,0.15,14.28
OI-0001696,OR-000581,SKU-0012,1,40.02,0.00,40.02
OI-0001697,OR-000581,SKU-0002,6,15.08,0.00,90.48
OI-0001698,OR-000582,SKU-0006,1,20.40,0.00,20.40
OI-0001699,OR-000582,SKU-0012,3,40.02,0.00,120.06
OI-0001700,OR-000582,SKU-0048,4,24.84,0.05,94.39
OI-0001701,OR-000583,SKU-0018,6,3.17,0.10,17.12
OI-0001702,OR-000583,SKU-0046,5,40.95,0.00,204.75
